Attrition,Business Travel,CF_age band,CF_attrition label,Department,Education Field,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,Male,Sales Executive,Married,No,5,26,1,703,28,Associates Degree,1,1,66,3,2,2,6272,7428,1,20,4,4,80,2,6,4,5,3,1,4
No,Travel_Rarely,Under 25,Current Employees,R&D,Other,Male,Laboratory Technician,Married,No,2,24,1,823,17,Associates Degree,1,4,94,2,1,2,2127,9100,1,21,4,4,80,1,1,3,1,0,0,0
No,Travel_Frequently,45 - 54,Current Employees,HR,Medical,Male,Manager,Married,No,2,50,1,1246,3,Bachelor's Degree,1,1,99,3,5,2,18200,7999,1,11,3,3,80,1,32,3,32,5,10,7
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,Male,Sales Representative,Married,No,1,25,1,622,13,High School,1,2,40,3,1,3,2096,26376,1,11,3,3,80,0,7,3,7,4,0,6
Yes,Travel_Frequently,Under 25,Ex-Employees,R&D,Life Sciences,Female,Laboratory Technician,Married,Yes,4,24,0,1287,7,Bachelor's Degree,1,1,55,3,1,3,2886,14168,1,16,3,4,80,1,6,3,6,3,1,2
Yes,Travel_Frequently,25 - 34,Ex-Employees,Sales,Life Sciences,Male,Sales Representative,Married,No,2,30,0,448,12,Master's Degree,1,2,74,2,1,1,2033,14470,1,18,3,3,80,1,1,4,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Male,Research Scientist,Married,Yes,3,34,1,254,1,Associates Degree,1,2,83,2,1,4,3622,22794,1,13,3,4,80,1,6,3,6,5,1,3
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Medical,Male,Sales Executive,Divorced,No,2,31,0,1365,13,Master's Degree,1,2,46,3,2,1,4233,11512,2,17,3,3,80,0,9,1,3,1,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,Male,Laboratory Technician,Single,No,3,35,1,538,25,Associates Degree,1,1,54,2,2,4,3681,14004,4,14,3,4,80,0,9,3,3,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,Male,Sales Executive,Divorced,No,4,31,1,525,6,Master's Degree,1,1,66,4,2,4,5460,6219,4,22,4,4,80,2,13,4,7,7,5,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Female,Research Scientist,Divorced,No,5,27,1,798,6,Master's Degree,1,1,66,2,1,3,2187,5013,0,12,3,3,80,2,6,2,5,3,0,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,Male,Sales Executive,Married,Yes,3,37,1,558,2,Bachelor's Degree,1,4,75,3,2,3,9602,3010,4,11,3,3,80,1,17,2,3,0,1,0
No,Travel_Rarely,Under 25,Current Employees,R&D,Life Sciences,Female,Research Scientist,Single,No,0,20,1,959,1,Bachelor's Degree,1,4,83,2,1,2,2836,11757,1,13,3,4,80,0,1,4,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Female,Healthcare Representative,Married,No,4,42,1,622,2,Master's Degree,1,3,81,3,2,4,4089,5718,1,13,3,2,80,2,10,3,10,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,Male,Research Director,Divorced,Yes,3,43,1,782,6,Master's Degree,1,2,50,2,4,4,16627,2671,4,14,3,3,80,1,21,2,1,0,0,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Female,Research Scientist,Single,No,3,38,1,362,1,High School,1,3,43,3,1,1,2619,14561,3,17,3,4,80,0,8,2,0,0,0,0
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,Male,Laboratory Technician,Divorced,Yes,3,43,1,1001,9,Doctoral Degree,1,4,72,3,2,3,5679,19627,3,13,3,2,80,1,10,3,8,7,4,7
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,Female,Manager,Married,No,3,48,1,1236,1,Master's Degree,1,4,40,2,4,1,15402,17997,7,11,3,1,80,1,21,1,3,2,0,2
No,Travel_Rarely,35 - 44,Current Employees,HR,Life Sciences,Female,Human Resources,Single,No,1,44,1,1112,1,Master's Degree,1,1,50,2,2,3,5985,26894,4,11,3,2,80,0,10,4,2,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Technical Degree,Female,Sales Representative,Divorced,Yes,3,34,1,204,14,Bachelor's Degree,1,3,31,3,1,3,2579,2912,1,18,3,4,80,2,8,3,8,2,0,6
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Marketing,Male,Sales Representative,Divorced,No,3,27,0,1420,2,High School,1,3,85,3,1,1,3041,16346,0,11,3,2,80,1,5,3,4,3,0,2
No,Travel_Rarely,Under 25,Current Employees,Sales,Technical Degree,Male,Sales Representative,Single,No,2,21,1,1343,22,High School,1,3,49,3,1,3,3447,24444,1,11,3,3,80,0,3,3,3,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,Male,Manager,Married,Yes,2,44,1,1315,3,Master's Degree,1,4,35,3,5,4,19513,9358,4,12,3,1,80,1,26,4,2,2,0,1
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,Male,Research Scientist,Married,No,3,22,1,604,6,High School,1,1,69,3,1,3,2773,12145,0,20,4,4,80,0,3,3,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,Male,Sales Executive,Divorced,No,3,33,1,1216,8,Master's Degree,1,3,39,3,2,3,7104,20431,0,12,3,4,80,0,6,3,5,0,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Female,Research Scientist,Married,Yes,2,32,1,646,9,Master's Degree,1,1,92,3,2,4,6322,18089,1,12,3,4,80,1,6,2,6,4,0,5
No,Travel_Frequently,25 - 34,Current Employees,R&D,Medical,Female,Research Scientist,Divorced,No,2,30,1,160,3,Bachelor's Degree,1,3,71,3,1,3,2083,22653,1,20,4,3,80,1,1,3,1,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,Sales,Medical,Female,Sales Executive,Single,No,2,53,1,238,1,High School,1,4,34,3,2,1,8381,7507,7,20,4,4,80,0,18,4,14,7,8,10
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Male,Research Scientist,Married,No,4,34,1,1397,1,Doctoral Degree,1,2,42,3,1,4,2691,7660,1,12,3,4,80,1,10,2,10,9,8,8
Yes,Travel_Frequently,45 - 54,Ex-Employees,Sales,Life Sciences,Female,Sales Executive,Married,No,4,45,0,306,26,Master's Degree,1,1,100,3,2,1,4286,5630,2,14,3,4,80,2,5,3,1,1,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Female,Laboratory Technician,Married,Yes,2,26,1,991,6,Bachelor's Degree,1,3,71,3,1,4,2659,17759,1,13,3,3,80,1,3,3,3,2,0,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,Male,Manufacturing Director,Married,No,2,37,1,482,3,Bachelor's Degree,1,3,36,3,3,3,9434,9606,1,15,3,3,80,1,10,3,10,7,7,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,Female,Sales Executive,Married,No,5,29,1,1176,3,Associates Degree,1,2,62,3,2,3,5561,3487,1,14,3,1,80,1,6,2,6,0,1,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Scientist,Single,No,3,35,1,1017,6,Master's Degree,1,2,82,1,2,4,6646,19368,1,13,3,2,80,0,17,3,17,11,11,8
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,Male,Healthcare Representative,Divorced,No,2,33,1,1296,6,Bachelor's Degree,1,3,30,3,2,4,7725,5335,3,23,4,3,80,1,15,1,13,11,4,7
No,Travel_Rarely,45 - 54,Current Employees,HR,Medical,Male,Human Resources,Married,No,1,54,1,397,19,Master's Degree,1,3,88,3,3,2,10725,6729,2,15,3,3,80,1,16,4,9,7,7,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Male,Manufacturing Director,Divorced,Yes,2,36,1,913,9,Associates Degree,1,2,48,2,2,2,8847,13934,2,11,3,3,80,1,13,3,3,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Male,Research Scientist,Single,No,0,27,1,1115,3,Master's Degree,1,1,54,2,1,4,2045,15174,0,13,3,4,80,0,5,3,4,2,1,1
Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Medical,Male,Research Scientist,Single,Yes,5,20,0,1362,10,High School,1,4,32,3,1,3,1009,26999,1,11,3,4,80,0,1,3,1,0,1,1
Yes,Travel_Frequently,25 - 34,Ex-Employees,R&D,Life Sciences,Male,Research Scientist,Single,Yes,3,33,0,1076,3,Bachelor's Degree,1,1,70,3,1,1,3348,3164,1,11,3,1,80,0,10,3,10,8,9,7
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,No,3,35,1,727,3,Bachelor's Degree,1,3,41,2,1,3,1281,16900,1,18,3,3,80,2,1,3,1,0,0,0
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,Male,Research Scientist,Married,No,3,23,1,885,4,Bachelor's Degree,1,1,58,4,1,1,2819,8544,2,16,3,1,80,1,5,4,3,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Executive,Married,No,4,25,1,810,8,Bachelor's Degree,1,4,57,4,2,2,4851,15678,0,22,4,3,80,1,4,3,3,2,1,2
No,Travel_Rarely,35 - 44,Current Employees,Sales,Marketing,Female,Sales Executive,Single,No,2,38,1,243,7,Master's Degree,1,4,46,2,2,4,4028,7791,0,20,4,1,80,0,8,3,7,7,0,5
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,Male,Research Scientist,Divorced,No,5,29,1,806,1,Master's Degree,1,2,76,1,1,4,2720,18959,1,18,3,4,80,1,10,3,10,7,2,8
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,Male,Sales Executive,Married,No,3,48,1,817,2,High School,1,2,56,4,2,2,8120,18597,3,12,3,4,80,0,12,3,2,2,2,2
No,Travel_Frequently,25 - 34,Current Employees,Sales,Medical,Female,Sales Executive,Divorced,Yes,3,27,1,1410,3,High School,1,4,71,4,2,4,4647,16673,1,20,4,2,80,2,6,3,6,5,0,4
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Male,Research Scientist,Single,No,2,37,1,1225,10,Associates Degree,1,4,80,4,1,4,4680,15232,3,17,3,1,80,0,4,3,1,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,Male,Laboratory Technician,Married,Yes,3,50,1,1207,28,High School,1,4,74,4,1,3,3221,3297,1,11,3,3,80,3,20,3,20,8,3,8
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Female,Healthcare Representative,Single,No,3,34,1,1442,9,Bachelor's Degree,1,4,46,2,3,2,8621,17654,1,14,3,2,80,0,9,4,8,7,7,7
Yes,Travel_Rarely,Under 25,Ex-Employees,Sales,Life Sciences,Female,Sales Executive,Single,No,3,24,0,693,3,Associates Degree,1,1,65,3,2,3,4577,24785,9,14,3,1,80,0,4,3,2,2,2,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Technical Degree,Female,Healthcare Representative,Single,No,4,39,1,408,2,Master's Degree,1,4,80,2,2,3,4553,20978,1,11,3,1,80,0,20,3,20,7,11,10
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,Male,Sales Executive,Single,No,2,32,1,929,10,Bachelor's Degree,1,4,55,3,2,4,5396,21703,1,12,3,4,80,0,10,2,10,7,0,8
Yes,Travel_Frequently,45 - 54,Ex-Employees,Sales,Technical Degree,Male,Sales Executive,Married,Yes,4,50,0,562,8,Associates Degree,1,2,50,3,2,3,6796,23452,3,14,3,1,80,1,18,3,4,3,1,3
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Female,Healthcare Representative,Single,No,4,38,1,827,1,Master's Degree,1,2,33,4,2,4,7625,19383,0,13,3,3,80,0,10,2,9,7,1,8
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Female,Manufacturing Director,Married,No,3,27,1,608,1,Associates Degree,1,3,68,3,3,1,7412,6009,1,11,3,4,80,0,9,3,9,7,0,7
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Female,Research Director,Single,No,6,32,1,1018,3,Associates Degree,1,3,39,3,3,4,11159,19373,3,15,3,4,80,0,10,3,7,7,7,7
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,Male,Sales Executive,Single,No,2,47,1,703,14,Master's Degree,1,4,42,3,2,1,4960,11825,2,12,3,4,80,0,20,3,7,7,1,7
No,Travel_Frequently,35 - 44,Current Employees,Sales,Life Sciences,Male,Sales Executive,Married,Yes,2,40,1,580,5,Master's Degree,1,4,48,2,3,1,10475,23772,5,21,4,3,80,1,20,3,18,13,1,12
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,Male,Research Director,Married,No,3,53,1,970,7,Bachelor's Degree,1,3,59,4,4,3,14814,13514,3,19,3,3,80,0,32,3,5,1,1,3
No,Travel_Rarely,35 - 44,Current Employees,HR,Human Resources,Male,Manager,Divorced,No,2,41,1,427,10,Master's Degree,1,2,73,2,5,4,19141,8861,3,15,3,2,80,3,23,2,21,6,12,6
No,Travel_Rarely,Over 55,Current Employees,Sales,Marketing,Male,Sales Executive,Single,No,1,60,1,1179,16,Master's Degree,1,1,84,3,2,1,5405,11924,8,14,3,4,80,0,10,3,2,2,2,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,Male,Manufacturing Director,Divorced,No,4,27,1,294,10,Associates Degree,1,4,32,3,3,1,8793,4809,1,21,4,3,80,2,9,2,9,7,1,7
No,Travel_Rarely,35 - 44,Current Employees,HR,Human Resources,Male,Manager,Married,No,3,41,1,314,1,Bachelor's Degree,1,4,59,2,5,3,19189,19562,1,12,3,2,80,1,22,3,22,7,2,10
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,Male,Sales Representative,Married,No,2,50,1,316,8,Master's Degree,1,4,54,3,1,2,3875,9983,7,15,3,4,80,1,4,3,2,2,2,2
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Life Sciences,Female,Research Scientist,Single,Yes,4,28,0,654,1,Associates Degree,1,1,67,1,1,2,2216,3872,7,13,3,4,80,0,10,3,7,7,3,7
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,Female,Research Director,Married,No,2,36,1,427,8,Bachelor's Degree,1,1,63,4,3,1,11713,20335,9,14,3,1,80,1,10,3,8,7,0,5
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Female,Manufacturing Director,Single,Yes,4,38,1,168,1,Bachelor's Degree,1,3,81,3,3,3,7861,15397,4,14,3,4,80,0,10,4,1,0,0,0
No,Non-Travel,35 - 44,Current Employees,R&D,Medical,Male,Laboratory Technician,Single,No,5,44,1,381,24,Bachelor's Degree,1,1,49,1,1,3,3708,2104,2,14,3,3,80,0,9,3,5,2,1,4
No,Travel_Frequently,45 - 54,Current Employees,Sales,Medical,Female,Sales Executive,Divorced,Yes,2,47,1,217,3,Bachelor's Degree,1,4,49,3,4,3,13770,10225,9,12,3,4,80,2,28,2,22,2,11,13
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,Male,Sales Executive,Divorced,No,2,30,1,501,27,Doctoral Degree,1,3,99,3,2,4,5304,25275,7,23,4,4,80,1,10,2,8,7,7,7
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,Male,Sales Representative,Single,No,6,29,1,1396,10,Bachelor's Degree,1,3,99,3,1,3,2642,2755,1,11,3,3,80,0,1,3,1,0,0,0
Yes,Travel_Frequently,35 - 44,Ex-Employees,R&D,Medical,Male,Research Scientist,Divorced,Yes,2,42,0,933,19,Bachelor's Degree,1,3,57,4,1,3,2759,20366,6,12,3,4,80,0,7,3,2,2,2,2
No,Travel_Frequently,35 - 44,Current Employees,Sales,Life Sciences,Male,Sales Executive,Married,No,5,43,1,775,15,Bachelor's Degree,1,4,47,2,2,4,6804,23683,3,18,3,3,80,1,7,3,2,2,2,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Female,Healthcare Representative,Single,No,2,34,1,970,8,Associates Degree,1,2,96,3,2,3,6142,7360,3,11,3,4,80,0,10,3,5,1,4,3
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,Male,Laboratory Technician,Married,No,2,23,1,650,9,High School,1,2,37,3,1,1,2500,4344,1,14,3,4,80,1,5,4,4,3,0,2
No,Travel_Rarely,35 - 44,Current Employees,HR,Human Resources,Female,Human Resources,Married,No,3,39,1,141,3,Bachelor's Degree,1,3,44,4,2,2,6389,18767,9,15,3,3,80,1,12,1,8,3,3,6
No,Travel_Rarely,Over 55,Current Employees,R&D,Medical,Male,Healthcare Representative,Married,No,1,56,1,832,9,Bachelor's Degree,1,3,81,3,4,4,11103,20420,7,11,3,3,80,0,30,2,10,7,1,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Female,Research Scientist,Single,Yes,2,40,1,804,2,High School,1,4,86,2,1,4,2342,22929,0,20,4,4,80,0,5,2,4,2,2,3
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Female,Healthcare Representative,Single,No,2,27,1,975,7,Bachelor's Degree,1,4,55,2,2,1,6811,23398,8,19,3,1,80,0,9,1,7,6,0,7
No,Travel_Rarely,25 - 34,Current Employees,Sales,Marketing,Male,Sales Representative,Divorced,No,2,29,1,1090,10,Bachelor's Degree,1,4,83,3,1,2,2297,17967,1,14,3,4,80,2,2,3,2,2,2,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Single,No,4,53,1,346,6,Bachelor's Degree,1,4,86,3,2,4,2450,10919,2,17,3,4,80,0,19,3,2,2,2,2
No,Non-Travel,35 - 44,Current Employees,R&D,Life Sciences,Female,Healthcare Representative,Divorced,No,2,35,1,1225,2,Master's Degree,1,4,61,3,2,1,5093,4761,2,11,3,1,80,1,16,4,1,0,0,0
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,No,2,32,1,430,24,Master's Degree,1,1,80,3,2,4,5309,21146,1,15,3,4,80,2,10,3,10,8,4,7
No,Travel_Rarely,35 - 44,Current Employees,R&D,Medical,Male,Research Scientist,Married,Yes,0,38,1,268,2,Doctoral Degree,1,4,92,3,1,3,3057,20471,6,13,3,2,80,1,6,1,1,0,0,1
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Female,Manufacturing Director,Divorced,No,3,34,1,167,8,Doctoral Degree,1,2,32,3,2,1,5121,4187,3,14,3,3,80,1,7,3,0,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,Sales,Marketing,Male,Manager,Married,No,3,52,1,621,3,Master's Degree,1,3,31,2,4,1,16856,10084,1,11,3,1,80,0,34,4,34,6,1,16
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Other,Male,Research Scientist,Single,Yes,2,33,0,527,1,Master's Degree,1,4,63,3,1,4,2686,5207,1,13,3,3,80,0,10,2,10,9,7,8
No,Travel_Rarely,25 - 34,Current Employees,Sales,Medical,Female,Sales Executive,Single,No,5,25,1,883,26,High School,1,3,32,3,2,4,6180,22807,1,23,4,2,80,0,6,2,6,5,1,4
No,Travel_Rarely,45 - 54,Current Employees,Sales,Technical Degree,Male,Sales Representative,Single,No,3,45,1,954,2,Associates Degree,1,2,46,1,2,3,6632,12388,0,13,3,1,80,0,9,3,8,7,3,1
No,Travel_Rarely,Under 25,Current Employees,R&D,Medical,Male,Research Scientist,Single,No,3,23,1,310,10,High School,1,1,79,4,1,3,3505,19630,1,18,3,4,80,0,2,3,2,2,0,2
Yes,Travel_Frequently,45 - 54,Ex-Employees,Sales,Life Sciences,Female,Sales Executive,Single,Yes,2,47,0,719,27,Associates Degree,1,2,77,4,2,3,6397,10339,4,12,3,4,80,0,8,3,5,4,1,3
No,Travel_Rarely,25 - 34,Current Employees,Sales,Other,Male,Sales Executive,Single,No,5,34,1,304,2,Bachelor's Degree,1,4,60,3,2,4,6274,18686,1,22,4,3,80,0,6,3,6,5,1,4
Yes,Travel_Rarely,Over 55,Ex-Employees,R&D,Medical,Male,Manager,Married,Yes,2,55,0,725,2,Bachelor's Degree,1,4,78,3,5,1,19859,21199,5,13,3,4,80,1,24,3,5,2,1,4
No,Non-Travel,35 - 44,Current Employees,Sales,Life Sciences,Male,Sales Executive,Single,No,1,36,1,1434,8,Master's Degree,1,1,76,2,3,1,7587,14229,1,15,3,2,80,0,10,3,10,7,0,9
No,Non-Travel,45 - 54,Current Employees,R&D,Medical,Male,Research Scientist,Married,No,3,52,1,715,19,Master's Degree,1,4,41,3,1,4,4258,26589,0,18,3,1,80,1,5,3,4,3,1,2
No,Travel_Frequently,25 - 34,Current Employees,R&D,Life Sciences,Female,Laboratory Technician,Divorced,No,2,26,1,575,1,Associates Degree,1,1,71,1,1,4,4364,5288,3,14,3,1,80,1,5,3,2,2,2,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Female,Healthcare Representative,Married,No,3,29,1,657,27,Bachelor's Degree,1,2,66,3,2,3,4335,25549,4,12,3,1,80,1,11,2,8,7,1,1
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Technical Degree,Male,Sales Executive,Single,No,2,26,0,1146,8,Bachelor's Degree,1,4,38,2,2,1,5326,3064,6,17,3,3,80,0,6,2,4,3,1,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Female,Research Scientist,Single,No,2,34,1,182,1,Master's Degree,1,2,72,4,1,4,3280,13551,2,16,3,3,80,0,10,3,4,2,1,3
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,Female,Manufacturing Director,Divorced,Yes,4,54,1,376,19,Master's Degree,1,4,95,3,2,1,5485,22670,9,11,3,2,80,2,9,3,5,3,1,4
No,Travel_Frequently,25 - 34,Current Employees,Sales,Marketing,Male,Sales Executive,Married,No,3,27,1,829,8,High School,1,3,84,3,2,4,4342,24008,0,19,3,2,80,1,5,3,4,2,1,1
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Female,Research Scientist,Divorced,Yes,3,37,1,571,10,High School,1,4,82,3,1,1,2782,19905,0,13,3,2,80,2,6,2,5,3,4,3
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,Female,Manufacturing Director,Single,Yes,2,38,1,240,2,Master's Degree,1,1,75,4,2,1,5980,26085,6,12,3,4,80,0,17,3,15,7,4,12
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Female,Research Scientist,Single,No,3,34,1,121,2,Master's Degree,1,3,86,2,1,1,4381,7530,1,11,3,3,80,0,6,3,6,5,1,3
No,Travel_Rarely,35 - 44,Current Employees,Sales,Life Sciences,Female,Sales Representative,Married,No,1,35,1,384,8,Master's Degree,1,1,72,3,1,4,2572,20317,1,16,3,2,80,1,3,2,3,2,0,2
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,No,2,30,1,921,1,Bachelor's Degree,1,4,38,1,1,3,3833,24375,3,21,4,3,80,2,7,3,2,2,0,2
No,Travel_Frequently,35 - 44,Current Employees,R&D,Medical,Female,Healthcare Representative,Married,No,2,40,1,791,2,Associates Degree,1,3,38,4,2,2,4244,9931,1,24,4,4,80,1,8,3,8,7,3,7
No,Travel_Rarely,25 - 34,Current Employees,Sales,Life Sciences,Female,Sales Executive,Married,No,1,34,1,1111,8,Associates Degree,1,3,93,3,2,1,6500,13305,5,17,3,2,80,1,6,3,3,2,1,2
No,Travel_Frequently,35 - 44,Current Employees,R&D,Life Sciences,Male,Manager,Divorced,No,4,42,1,570,8,Bachelor's Degree,1,2,66,3,5,4,18430,16225,1,13,3,2,80,1,24,2,24,7,14,9
Yes,Travel_Rarely,Under 25,Ex-Employees,R&D,Life Sciences,Male,Laboratory Technician,Married,Yes,2,23,0,1243,6,Bachelor's Degree,1,3,63,4,1,1,1601,3445,1,21,4,3,80,2,1,3,0,0,0,0
No,Non-Travel,Under 25,Current Employees,R&D,Life Sciences,Male,Laboratory Technician,Divorced,No,4,24,1,1092,9,Bachelor's Degree,1,3,60,2,1,2,2694,26551,1,11,3,3,80,3,1,3,1,0,0,0
No,Travel_Rarely,45 - 54,Current Employees,R&D,Life Sciences,Female,Laboratory Technician,Married,No,3,52,1,1325,11,Master's Degree,1,4,82,3,2,3,3149,21821,8,20,4,2,80,1,9,3,5,2,1,4
No,Travel_Rarely,45 - 54,Current Employees,R&D,Medical,Male,Research Director,Married,No,3,50,1,691,2,Bachelor's Degree,1,3,64,3,4,3,17639,6881,5,16,3,4,80,0,30,3,4,3,0,3
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Life Sciences,Female,Laboratory Technician,Married,Yes,1,29,0,805,1,Associates Degree,1,2,36,2,1,1,2319,6689,1,11,3,4,80,1,1,3,1,0,0,0
No,Travel_Rarely,25 - 34,Current Employees,R&D,Medical,Male,Research Director,Married,No,3,33,1,213,7,Bachelor's Degree,1,3,49,3,3,3,11691,25995,0,11,3,4,80,0,14,4,13,9,3,7
Yes,Travel_Rarely,25 - 34,Ex-Employees,Sales,Marketing,Female,Sales Executive,Single,No,3,33,0,118,16,Bachelor's Degree,1,1,69,3,2,1,5324,26507,5,15,3,3,80,0,6,3,3,2,0,2
No,Travel_Rarely,45 - 54,Current Employees,R&D,Other,Female,Manager,Married,Yes,3,47,1,202,2,Associates Degree,1,3,33,3,4,4,16752,12982,1,11,3,3,80,1,26,2,26,14,3,0
No,Travel_Rarely,35 - 44,Current Employees,R&D,Other,Female,Manufacturing Director,Married,No,2,36,1,676,1,Bachelor's Degree,1,3,35,3,2,2,5228,23361,0,15,3,1,80,1,10,3,9,7,0,5
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Male,Research Scientist,Married,No,3,29,1,1252,23,Associates Degree,1,3,81,4,1,3,2700,23779,1,24,4,3,80,1,10,3,10,7,0,7
Yes,Travel_Rarely,Over 55,Ex-Employees,R&D,Life Sciences,Male,Research Director,Single,Yes,2,58,0,286,2,Master's Degree,1,4,31,3,5,2,19246,25761,7,12,3,4,80,0,40,3,31,15,13,8
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Female,Research Scientist,Single,No,0,35,1,1258,1,Master's Degree,1,4,40,4,1,3,2506,13301,3,13,3,3,80,0,7,3,2,2,2,2
No,Travel_Rarely,35 - 44,Current Employees,R&D,Life Sciences,Female,Manufacturing Director,Married,Yes,4,42,1,932,1,Associates Degree,1,4,43,2,2,4,6062,4051,9,13,3,4,80,1,8,3,4,3,0,2
Yes,Travel_Rarely,25 - 34,Ex-Employees,R&D,Medical,Male,Research Scientist,Single,No,3,28,0,890,2,Master's Degree,1,3,46,3,1,3,4382,16374,6,17,3,4,80,0,5,2,2,2,2,1
No,Travel_Rarely,35 - 44,Current Employees,HR,Human Resources,Male,Human Resources,Married,No,2,36,1,1041,13,Bachelor's Degree,1,3,36,3,1,2,2143,25527,4,13,3,2,80,1,8,3,5,2,0,4
No,Travel_Rarely,25 - 34,Current Employees,R&D,Life Sciences,Female,Manufacturing Director,Married,No,3,32,1,859,4,Bachelor's Degree,1,3,98,2,2,3,6162,19124,1,12,3,3,80,1,14,3,14,13,6,8
